date,source,title,description,url,label,score,sent_value
2025-10-07,MarketWatch,"Billionaire Ken Griffin warns on consequences of gold’s rally as Goldman targets nearly $5,000","Goldman Sachs is now forecasting gold to reach nearly $5,000 next year, but one billionaire investor says the precious metal’s rally is a sign of trouble for...",https://www.marketwatch.com/story/billionaire-ken-griffin-warns-on-golds-rally-as-goldman-targets-nearly-5-000-857edd74,Negative,0.5288991332054138,
2025-10-07,Biztoc.com,"Gold Touches $4,000 for the First Time. Why It Will Keep Shining",,https://biztoc.com/x/25f215a5e38ffb7d,Positive,0.704869270324707,
2025-10-07,Cryptonews,"BNB Hits Second ATH This Month, Crosses $1,300 Barrier – Is $1,500 Next?","Binance Coin (BNB) surged past $1,300 on October 6, 2025, marking its second all-time high within hours after initially breaking $1,200 earlier in the day...",https://cryptonews.com/news/bnb-hits-second-ath-this-month-crosses-1300-barrier-is-1500-next/,Neutral,0.999645471572876,
2025-10-07,Biztoc.com,"Gold Price Nears $4,000, Macron's 48-Hour Deadline to Soften Crisis | The Opening Trade 10/7","French President Emmanuel Macron gave his outgoing prime minister, Sebastien Lecornu, until Wednesday night to negotiate ...",https://biztoc.com/x/5b95587a99b82e83,Neutral,0.9981092214584351,
2025-10-07,Financial Post,"Tesoro Gold to present at the Metals & Mining Virtual Investor Conference Tuesday, 7 October 2025","Company invites individual and institutional investors, as well as advisors and analysts, to attend online at VirtualInvestorConferences.com PERTH, Australia, Oct. 07, 2025 (GLOBE NEWSWIRE) — Tesoro Gold, ASX: TSO, OTCQB: TSORF), a gold exploration and develo…",https://financialpost.com/globe-newswire/tesoro-gold-to-present-at-the-metals-mining-virtual-investor-conference-tuesday-7-october-2025,Neutral,0.9999974966049194,
2025-10-07,GlobeNewswire,"Tesoro Gold to present at the Metals & Mining Virtual Investor Conference Tuesday, 7 October 2025","Company invites individual and institutional investors, as well as advisors and analysts, to attend online at VirtualInvestorConferences.com Company invites individual and institutional investors, as well as advisors and analysts, to attend online at VirtualI…",https://www.globenewswire.com/news-release/2025/10/07/3162531/0/en/Tesoro-Gold-to-present-at-the-Metals-Mining-Virtual-Investor-Conference-Tuesday-7-October-2025.html,Neutral,0.9999974966049194,
2025-10-07,Forbes,Serious U.S. Dollar Fed Warning Triggers Sudden Bitcoin And Gold All-Time High Price Surge,The billionaire chief executive of Wall Street giant Citadel has issued a serious warning over the dollar’s role as a global safe haven...,https://www.forbes.com/sites/digital-assets/2025/10/07/serious-us-dollar-fed-warning-triggers-sudden-bitcoin-and-gold-all-time-high-price-surge/,Positive,0.9637832045555115,
2025-10-07,The Times of India,"Gold on fire again, moves closer to $4000 - here's what's fuelling the rise","Gold price is on fire again. Spot gold jumped to $3,962 per ounce on October 7, 2025. U.S. gold futures for December rose to $3,985, edging closer to the $4,000 mark. Investors are flocking to gold amid uncertainty in global markets. The ongoing U.S. governme…",https://economictimes.indiatimes.com/news/international/us/gold-price-prediction-gold-on-fire-again-moves-closer-to-4000-heres-whats-fuelling-the-rise/articleshow/124362626.cms,Neutral,0.7859587073326111,
2025-10-07,CryptoSlate,‘Bitcoin should reach half of gold’s market cap’ – VanEck projects path to $644k BTC,"Bitcoin and gold have outperformed every other major asset class this year, reflecting how US macroeconomic uncertainty is reshaping investor behavior. Gold has surged 48% year to date, reaching an all-time high near $4000. In comparison, Bitcoin has gained o…",https://cryptoslate.com/bitcoin-should-reach-half-of-golds-market-cap-vaneck-projects-path-to-644k-btc/,Neutral,0.9992948770523071,
2025-10-07,Biztoc.com,Analysis-Slowing Vaca Muerta oil activity could pose challenge for Argentina’s Milei,"Goldman Sachs raises its gold price target to $4,900 by end-2026
BUENOS AIRES (Reuters) -Drilling and fracking activity in Argentina’s Vaca Muerta, the world’s fourth-largest unconventional oil reserve, is plateauing due to lower oil prices and rising costs, …",https://biztoc.com/x/16c8c4a39bce8847,Negative,0.9999955892562866,
2025-10-07,Biztoc.com,Shutdown deepens as Trump links funding deal to health care fight,"Goldman Sachs raises its gold price target to $4,900 by end-2026
Investing.com -- President Trump demanded that Democrats agree to the Republican funding proposal before he will discuss a deal on health care tax credits, as the partial U.S. government shutdow…",https://biztoc.com/x/ba39c6f77db2ad4a,Positive,0.8722141981124878,
2025-10-07,Livemint,Gold is shining brighter than ever—and that’s exactly why you should be careful,"Gold has gained around 50% this year, but history warns that emotional buying during rallies can backfire. Experts suggest cautious, long-term allocation of 5–15% in portfolios.",https://www.livemint.com/money/personal-finance/gold-price-surge-investment-strategy-portfolio-allocation-11759762318995.html,Positive,0.9998860359191895,
